WKT,name,description
"GEOMETRYCOLLECTION (POLYGON ((106.8167454 -6.3051184, 106.8169304 -6.3050119, 106.81663 -6.3050973, 106.8167454 -6.3051184)), POLYGON ((106.8167454 -6.3051184, 106.816115 -6.3054812, 106.8169304 -6.3070168, 106.8159004 -6.3080831, 106.8157717 -6.3108131, 106.8175312 -6.3106851, 106.8179174 -6.3146947, 106.8163725 -6.3152066, 106.8163296 -6.3171687, 106.824741 -6.3180644, 106.825771 -6.3114956, 106.8264576 -6.3117942, 106.8272301 -6.3086803, 106.824741 -6.3086803, 106.8250414 -6.3063769, 106.8208786 -6.3066329, 106.8203636 -6.3057797, 106.8167454 -6.3051184)))",Kebun binatang ragunan,
