WKT,name,description
"POLYGON ((106.7164276 -6.1202887, 106.6656158 -6.2568175, 106.7754791 -6.3742037, 106.9526336 -6.385122, 107.0940826 -6.2772937, 107.0556305 -6.1175577, 106.9224212 -6.1148268, 106.8372772 -6.1284814, 106.7164276 -6.1202887))",DKI jakarta,
