WKT,name,description
"LINESTRING (106.7979306 -6.215673, 106.7981451 -6.2207072, 106.8021792 -6.2222857, 106.8038529 -6.2237789, 106.8052262 -6.2250587, 106.8092173 -6.2220724, 106.8086594 -6.2213044, 106.8086165 -6.2157583, 106.8062991 -6.215417, 106.8064278 -6.2127292, 106.7978876 -6.2143931, 106.7980593 -6.2160143)",Taman GBK,
