WKT,name,description
"POLYGON ((110.3321354 -7.6759247, 110.094556 -7.8990671, 110.3815738 -8.0418697, 110.5697147 -7.8759421, 110.5559818 -7.7085871, 110.3321354 -7.6759247))",DIY,
