WKT,name,description
"POLYGON ((106.8894059 -6.3015233, 106.8893308 -6.30388, 106.8925387 -6.3037307, 106.8926675 -6.3015873, 106.8908114 -6.3015446, 106.8894059 -6.3015233))",TMI,
