WKT,name,description
"LINESTRING (106.8509863 -6.2328694, 106.8514154 -6.2332961, 106.8525956 -6.2332961, 106.852896 -6.2348532, 106.8534539 -6.2347252, 106.8534968 -6.2381595, 106.8530248 -6.2400152, 106.8540547 -6.2418283, 106.8527673 -6.2422123, 106.8516729 -6.2401005, 106.8520592 -6.2382235, 106.8525956 -6.2360264, 106.8508361 -6.2344266, 106.8506215 -6.2333174, 106.8514584 -6.233424)",Teber echo park,
