WKT,name,description
"POLYGON ((106.749133 -6.3757338, 106.7419232 -6.4395341, 106.7638958 -6.4910461, 106.834277 -6.5091252, 106.8813122 -6.4378283, 106.8610562 -6.3863108, 106.8198574 -6.374369, 106.749133 -6.3757338))",Kota Depok,
